COMM_CODE,COMM_NAME,References
020107,Snoeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
240201,Sala Krau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
060609,Tum Ring,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060503,Sambour,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100409,Srae Chis,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060804,Kampong Chen Cheung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150105,Ou Ta Paong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060801,Banteay Stoung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020807,Reang Kesei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020103,Bay Damram,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060603,Klaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020606,Ta Loas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060501,Chhuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060810,Preah Damrei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060202,Damrei Slab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020608,Prey Touch,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
100404,Kaoh Khnhaer,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100403,Kbal Damrei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
020704,Traeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060806,Msar Krang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020102,Kantueu Pir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060502,Koul,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060811,Rung Roeang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
240203,Stueng Kach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
060205,Ni Pechr,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060805,Kampong Chen Tboung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020607,Kakaoh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
150104,Me Tuek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020101,Kantueu Muoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
100402,Kampong Cham,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060812,Samprouch,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
110401,Krang Teh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
060803,Chamnar Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
110402,Bu Chri,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
020105,Chaeng Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021301,Thipakdei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060802,Chamnar Kraom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
240103,Tuol Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
240101,Pailin,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
240104,Ba Yakha,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
060807,Peam Bang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060504,Sraeung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060208,Tbaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020702,Andaeuk Haeb,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
240102,Ou Tavau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pailin__01.03.2012.pdf
060209,Trapeang Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060207,San Kor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060201,Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150101,Boeng Bat Kandaol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060505,Tang Krasau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150107,Snam Preah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020604,Ruessei Krang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021303,Hab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020703,Phlov Meas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020602,Kear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021305,Doun Ba,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020601,Moung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021302,Koas Krala,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060701,Boeng Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060204,Kampong Svay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060705,Kraya,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100407,Sambour,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100408,Sandan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
020603,Prey Svay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
100607,Sambok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
021304,Preah Phos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020609,Robas Mongkol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
100602,Changkrang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
020906,Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
150108,Svay Doun Kaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020903,Ou Samrel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021306,Chhnal Mean,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
110101,Chong Phlah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150102,Boeng Khnar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060709,Ti Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100410,Voadthonak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060206,Phat Sanday,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060203,Kampong Kou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060308,Prey Ta Hu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060309,Achar Leak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060211,Prey Kuy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060210,Kdei Doung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100302,Chrouy Banteay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060710,Tboung Krapeu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100610,Thmei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060306,Kampong Krabau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
110404,Bu Sra,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
020907,Ta Sanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060303,Kampong Roteh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060301,Damrei Choan Khla,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150203,Kandieng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060302,Kampong Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060304,Ou Kanthor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150306,Kampong Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150204,Kanhchor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020904,Sung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060704,Kakaoh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
021401,Preaek Chik,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060310,Srayov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150210,Kaoh Chum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020902,Kampong Lpov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060702,Chroab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
110502,Sokh Dom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
021402,Prey Tralach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
150308,Ou Sandan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110403,Srae Ampum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150309,Sna Ansa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150207,Svay Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150106,Rumlech,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150110,Trapeang Chong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150103,Khnar Totueng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060708,Tang Krasang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150201,Anlong Vil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110103,Srae Chhuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
100603,Dar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040404,Phlov Tuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
110503,Spean Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150301,Anlong Tnaot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060703,Kampong Thma,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100605,Kou Loab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060707,Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
110504,Romonea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150504,Phteah Prey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110102,Me Mang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150307,Kbal Trach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150209,Veal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
100609,Thma Kreae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
150109,Ta Lou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150602,Krapeu Pir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150303,Boeng Kantuot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
040401,Chranouk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150508,Banteay Dei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110301,Dak Dam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
150302,Ansa Chambak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150507,Svay At,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110501,Monourom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
060105,Chaeung Daeung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060706,Pnov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150505,Prey Nhi,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
100307,Saob,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100208,Krakor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060117,Tnaot Chum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150503,Lolok Sa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060101,Bak Sna,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150506,Roleab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060111,Krava,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100207,Kaoh Trong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100210,Ou Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
150311,Tnaot Chum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
020901,Ta Taok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
150403,Phteah Rung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
100505,Svay Chreah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040102,Chhnok Tru,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
040406,Pralay Meas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150401,Bak Chenhchien,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150501,Chamraeun Phal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
060102,Ballangk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
150407,Samraong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
031514,Tuol Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
100604,Kantuot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040111,Trapeang Chan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
100209,Kracheh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
060108,Chong Doung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
031506,Ou Mlu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031503,Dang Kdar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
060110,Kokir Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
040103,Chak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
100211,Roka Kandal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040104,Khon Rang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
110302,Saen Monourom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
100301,Chambak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100305,Preaek Prasab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100306,Ruessei Kaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040402,Dar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
040110,Ponley,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150404,Prongil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
100601,Bos Leav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100608,Thma Andaeuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040105,Kampong Preah Kokir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150603,Anlong Reab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
031501,Areaks Tnaot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040107,Phsar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
060104,Boeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
040109,Popel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
060103,Baray,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
040108,Pech Changvar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150604,Pramaoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
110105,Srae Preah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
040106,Melum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
060107,Chhuk Khsach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
040405,Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
031504,Khpob Ta Nguon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
100606,Kaoh Chraeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
150310,Svay Sa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
100501,Khsuem,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
150605,Thma Da,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
150304,Chheu Tom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
030208,Ta Prok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
100308,Ta Mau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
100303,Kampong Kor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
030202,Chamkar Andoung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040407,Samraong Saen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
150402,Leach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Pursat__01.03.2012.pdf
040101,Anhchanh Rung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
030204,Lvea Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030205,Spueu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031510,Preaek Kak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
060118,Treal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
040408,Svay Rumpear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
040612,Svay Chrum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
100105,Kanhchor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
040608,Prasneb,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
040806,Krang Skear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
031505,Me Sar Chrey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
